account_number;period;tariff;charged_amount;paid_amount;balance;last_payment_date;inn;phone;status
ЛС-664137977;2025-10;Корпоративный;36913.86;36913.86;0.0;2025-10-22;3603029922;89056862817;active
ЛС-664137977;2025-11;Корпоративный;29899.14;29899.14;0.0;2025-11-05;3603029922;89056862817;active
ЛС-664137977;2025-12;Корпоративный;35548.52;36927.32;1378.8;2025-12-04;3603029922;89056862817;active
ЛС-666538590;2025-10;Всё включено;1875.37;1875.37;0.0;2025-10-05;282226679419;89038897567;active
ЛС-666538590;2025-11;Всё включено;2305.94;2305.94;0.0;2025-11-11;282226679419;89038897567;active
ЛС-666538590;2025-12;Всё включено;2281.41;2281.41;0.0;2025-12-23;282226679419;89038897567;active
ЛС-619041728;2025-10;Всё включено;2137.12;2137.12;0.0;2025-10-21;513068624087;+7(909)997-10-10;active
ЛС-619041728;2025-11;Всё включено;2267.79;2267.79;0.0;2025-11-24;513068624087;+7(909)997-10-10;active
ЛС-619041728;2025-12;Всё включено;2211.37;2211.37;0.0;2025-12-07;513068624087;+7(909)997-10-10;active
ЛС-619593103;2025-10;Корпоративный+;76867.69;76867.69;0.0;2025-10-12;2161559407;+7(909)487-20-80;active
ЛС-619593103;2025-11;Корпоративный+;54695.93;0.0;-54695.93;;2161559407;+7(909)487-20-80;active
ЛС-619593103;2025-12;Корпоративный+;75592.03;75592.03;-54695.93;2025-12-06;2161559407;+7(909)487-20-80;active
ЛС-614131647;2025-10;Корпоративный+;63905.12;63905.12;0.0;2025-10-26;2161559407;7909487-20-80;active
ЛС-614131647;2025-11;Корпоративный+;71274.25;71274.25;0.0;2025-11-05;2161559407;7909487-20-80;active
ЛС-614131647;2025-12;Корпоративный+;74473.44;74473.44;0.0;2025-12-23;2161559407;7909487-20-80;active
ЛС-615255341;2025-10;Корпоративный+;62670.45;62670.45;0.0;2025-10-25;2161559407;+7(909)487-20-80;active
ЛС-615255341;2025-11;Корпоративный+;66997.06;66997.06;0.0;2025-11-01;2161559407;+7(909)487-20-80;active
ЛС-615255341;2025-12;Корпоративный+;76075.22;0.0;-76075.22;;2161559407;+7(909)487-20-80;active
ЛС-526472387;2025-10;Домашний-300;1062.66;1062.66;0.0;2025-10-02;912312392049;+7(906)160-58-11;suspended
ЛС-526472387;2025-11;Домашний-300;1065.27;1065.27;0.0;2025-11-20;912312392049;+7(906)160-58-11;suspended
ЛС-526472387;2025-12;Домашний-300;948.61;948.61;0.0;2025-12-07;912312392049;+7(906)160-58-11;suspended
ЛС-543500618;2025-10;Домашний-100;694.16;694.16;0.0;2025-10-25;722419768784;+7(926)584-69-20;active
ЛС-543500618;2025-11;Домашний-100;551.85;551.85;0.0;2025-11-11;722419768784;+7(926)584-69-20;active
ЛС-543500618;2025-12;Домашний-100;710.04;710.04;0.0;2025-12-01;722419768784;+7(926)584-69-20;active
ЛС-786873977;2025-10;Корпоративный;26568.96;26568.96;0.0;2025-10-17;8762534929;+7(915)691-80-39;active
ЛС-786873977;2025-11;Корпоративный;28025.7;14423.83;-13601.87;2025-11-24;8762534929;+7(915)691-80-39;active
ЛС-786873977;2025-12;Корпоративный;32574.72;32574.72;-13601.87;2025-12-17;8762534929;+7(915)691-80-39;active
ЛС-168580623;2025-10;Домашний-100;672.49;672.49;0.0;2025-10-14;976829968722;+7 950 628 83 35;active
ЛС-168580623;2025-11;Домашний-100;703.94;703.94;0.0;2025-11-02;976829968722;+7 950 628 83 35;active
ЛС-168580623;2025-12;Домашний-100;640.99;640.99;0.0;2025-12-18;976829968722;+7 950 628 83 35;active
ЛС-775061387;2025-10;Бизнес-500;10155.17;10155.17;0.0;2025-10-02;1937618478;7980116-14-53;active
ЛС-775061387;2025-11;Бизнес-500;9137.94;11868.05;2730.11;2025-11-26;1937618478;7980116-14-53;active
ЛС-775061387;2025-12;Бизнес-500;8251.19;8251.19;2730.11;2025-12-14;1937618478;7980116-14-53;active
ЛС-541123829;2025-10;Бизнес-100;4858.1;4858.1;0.0;2025-10-20;9570027206;+7(916)743-49-50;active
ЛС-541123829;2025-11;Бизнес-100;4143.8;4143.8;0.0;2025-11-27;9570027206;+7(916)743-49-50;active
ЛС-541123829;2025-12;Бизнес-100;4181.79;4181.79;0.0;2025-12-10;9570027206;+7(916)743-49-50;active
ЛС-546577242;2025-10;Бизнес-100;4704.33;4704.33;0.0;2025-10-22;9570027206;+7 916 743 49 50;active
ЛС-546577242;2025-11;Бизнес-100;4808.76;4808.76;0.0;2025-11-09;9570027206;+7 916 743 49 50;active
ЛС-546577242;2025-12;Бизнес-100;3008.57;3008.57;0.0;2025-12-08;9570027206;+7 916 743 49 50;active
ЛС-549543165;2025-10;Бизнес-100;4904.02;4904.02;0.0;2025-10-13;9570027206;+7(916)743-49-50;active
ЛС-549543165;2025-11;Бизнес-100;3004.5;3146.59;142.09;2025-11-26;9570027206;+7(916)743-49-50;active
ЛС-549543165;2025-12;Бизнес-100;3547.27;3547.27;142.09;2025-12-18;9570027206;+7(916)743-49-50;active
ЛС-542669300;2025-10;Бизнес-100;4879.83;7005.42;2125.59;2025-10-24;9570027206;+7(916)743-49-50;active
ЛС-542669300;2025-11;Бизнес-100;4589.26;4589.26;2125.59;2025-11-10;9570027206;+7(916)743-49-50;active
ЛС-542669300;2025-12;Бизнес-100;4537.8;4537.8;2125.59;2025-12-16;9570027206;+7(916)743-49-50;active
ЛС-548931734;2025-10;Бизнес-100;4977.74;4977.74;0.0;2025-10-22;9570027206;+7(916)743-49-50;active
ЛС-548931734;2025-11;Бизнес-100;4104.72;4104.72;0.0;2025-11-28;9570027206;+7(916)743-49-50;active
ЛС-548931734;2025-12;Бизнес-100;3469.67;3469.67;0.0;2025-12-18;9570027206;+7(916)743-49-50;active
ЛС-162951646;2025-10;Домашний-500;1331.43;1331.43;0.0;2025-10-07;762038588640;+7 980 646 79 11;active
ЛС-162951646;2025-11;Домашний-500;1205.68;1205.68;0.0;2025-11-11;762038588640;+7 980 646 79 11;active
ЛС-162951646;2025-12;Домашний-500;1458.74;1458.74;0.0;2025-12-01;762038588640;+7 980 646 79 11;active
ЛС-548214448;2025-10;Игровой;1449.73;1449.73;0.0;2025-10-24;493132155130;+7(950)448-71-14;active
ЛС-548214448;2025-11;Игровой;1529.1;1529.1;0.0;2025-11-22;493132155130;+7(950)448-71-14;active
ЛС-548214448;2025-12;Игровой;1528.55;668.74;-859.81;2025-12-12;493132155130;+7(950)448-71-14;active
ЛС-522838963;2025-10;Домашний-300;829.28;829.28;0.0;2025-10-10;369299007686;+7(915)942-68-65;active
ЛС-522838963;2025-11;Домашний-300;1099.37;1099.37;0.0;2025-11-21;369299007686;+7(915)942-68-65;active
ЛС-522838963;2025-12;Домашний-300;820.58;820.58;0.0;2025-12-28;369299007686;+7(915)942-68-65;active
ЛС-613282339;2025-10;Домашний-100;574.29;574.29;0.0;2025-10-08;861851862671;+7(917)544-80-49;suspended
ЛС-613282339;2025-11;Домашний-100;563.2;563.2;0.0;2025-11-25;861851862671;+7(917)544-80-49;suspended
ЛС-613282339;2025-12;Домашний-100;738.87;738.87;0.0;2025-12-04;861851862671;+7(917)544-80-49;suspended
ЛС-160243652;2025-10;Игровой;1782.45;1782.45;0.0;2025-10-17;223753028497;+7(960)942-17-41;active
ЛС-160243652;2025-11;Игровой;1783.0;1783.0;0.0;2025-11-15;223753028497;+7(960)942-17-41;active
ЛС-160243652;2025-12;Игровой;1655.39;1655.39;0.0;2025-12-20;223753028497;+7(960)942-17-41;active
ЛС-664579889;2025-10;Домашний-300;1035.65;1035.65;0.0;2025-10-03;893238223116;7926729-23-41;active
ЛС-664579889;2025-11;Домашний-300;905.97;905.97;0.0;2025-11-07;893238223116;7926729-23-41;active
ЛС-664579889;2025-12;Домашний-300;963.59;963.59;0.0;2025-12-01;893238223116;7926729-23-41;active
ЛС-525085016;2025-10;Корпоративный;37065.63;37065.63;0.0;2025-10-03;1165804649;+7 916 906 97 20;active
ЛС-525085016;2025-11;Корпоративный;39881.84;12493.07;-27388.77;2025-11-23;1165804649;+7 916 906 97 20;active
ЛС-525085016;2025-12;Корпоративный;33022.14;33022.14;-27388.77;2025-12-25;1165804649;+7 916 906 97 20;active
ЛС-525790552;2025-10;Корпоративный;30270.74;30270.74;0.0;2025-10-13;1165804649;+7 916 906 97 20;active
ЛС-525790552;2025-11;Корпоративный;36889.98;36889.98;0.0;2025-11-26;1165804649;+7 916 906 97 20;active
ЛС-525790552;2025-12;Корпоративный;32686.3;32686.3;0.0;2025-12-07;1165804649;+7 916 906 97 20;active
ЛС-528183253;2025-10;Корпоративный;27852.16;27852.16;0.0;2025-10-25;1165804649;89169069720;active
ЛС-528183253;2025-11;Корпоративный;33795.32;33795.32;0.0;2025-11-24;1165804649;89169069720;active
ЛС-528183253;2025-12;Корпоративный;28401.27;28401.27;0.0;2025-12-25;1165804649;89169069720;active
ЛС-528179335;2025-10;Корпоративный;33361.87;33361.87;0.0;2025-10-11;1165804649;7916906-97-20;active
ЛС-528179335;2025-11;Корпоративный;34637.91;0.0;-34637.91;;1165804649;7916906-97-20;active
ЛС-528179335;2025-12;Корпоративный;25055.83;25055.83;-34637.91;2025-12-22;1165804649;7916906-97-20;active
ЛС-525486401;2025-10;Корпоративный;39008.8;39008.8;0.0;2025-10-14;1165804649;+7(916)906-97-20;active
ЛС-525486401;2025-11;Корпоративный;36245.99;42206.04;5960.05;2025-11-15;1165804649;+7(916)906-97-20;active
ЛС-525486401;2025-12;Корпоративный;26278.38;26278.38;5960.05;2025-12-20;1165804649;+7(916)906-97-20;active
ЛС-165261053;2025-10;Домашний-100;654.1;654.1;0.0;2025-10-19;607105801195;+7(903)725-32-69;suspended
ЛС-165261053;2025-11;Домашний-100;577.15;577.15;0.0;2025-11-18;607105801195;+7(903)725-32-69;suspended
ЛС-165261053;2025-12;Домашний-100;695.18;695.18;0.0;2025-12-20;607105801195;+7(903)725-32-69;suspended
ЛС-781971997;2025-10;Бизнес-100;4572.29;4572.29;0.0;2025-10-08;3761539669;89506579840;active
ЛС-781971997;2025-11;Бизнес-100;3624.12;3624.12;0.0;2025-11-10;3761539669;89506579840;active
ЛС-781971997;2025-12;Бизнес-100;3077.88;1227.75;-1850.13;2025-12-05;3761539669;89506579840;active
ЛС-785817246;2025-10;Бизнес-100;3516.56;3516.56;0.0;2025-10-05;3761539669;+7 950 657 98 40;active
ЛС-785817246;2025-11;Бизнес-100;3561.34;3561.34;0.0;2025-11-03;3761539669;+7 950 657 98 40;active
ЛС-785817246;2025-12;Бизнес-100;4950.26;4950.26;0.0;2025-12-16;3761539669;+7 950 657 98 40;active
ЛС-160036660;2025-10;Всё включено;2015.87;2015.87;0.0;2025-10-01;217972699994;+7(909)767-30-75;active
ЛС-160036660;2025-11;Всё включено;1818.3;1818.3;0.0;2025-11-06;217972699994;+7(909)767-30-75;active
ЛС-160036660;2025-12;Всё включено;2298.26;2298.26;0.0;2025-12-17;217972699994;+7(909)767-30-75;active
ЛС-665856154;2025-10;Домашний-100;670.58;670.58;0.0;2025-10-12;466271358969;+7(917)314-55-40;active
ЛС-665856154;2025-11;Домашний-100;572.67;572.67;0.0;2025-11-25;466271358969;+7(917)314-55-40;active
ЛС-665856154;2025-12;Домашний-100;616.76;616.76;0.0;2025-12-06;466271358969;+7(917)314-55-40;active
ЛС-612870322;2025-10;Домашний-300;972.92;972.92;0.0;2025-10-03;720834791005;;active
ЛС-612870322;2025-11;Домашний-300;869.46;869.46;0.0;2025-11-27;720834791005;;active
ЛС-612870322;2025-12;Домашний-300;1028.19;1028.19;0.0;2025-12-28;720834791005;;active
ЛС-163158925;2025-10;Домашний-100;565.93;565.93;0.0;2025-10-19;673940598026;+7(903)272-88-42;active
ЛС-163158925;2025-11;Домашний-100;724.06;724.06;0.0;2025-11-18;673940598026;+7(903)272-88-42;active
ЛС-163158925;2025-12;Домашний-100;681.58;380.64;-300.94;2025-12-10;673940598026;+7(903)272-88-42;active
ЛС-667107563;2025-10;Всё включено;2443.19;2443.19;0.0;2025-10-22;142549691928;;active
ЛС-667107563;2025-11;Всё включено;2033.29;2033.29;0.0;2025-11-05;142549691928;;active
ЛС-667107563;2025-12;Всё включено;1848.12;1848.12;0.0;2025-12-19;142549691928;;active
ЛС-660308808;2025-10;Игровой;1402.0;1402.0;0.0;2025-10-02;592815037017;+7(905)713-29-62;active
ЛС-660308808;2025-11;Игровой;1634.61;1634.61;0.0;2025-11-18;592815037017;+7(905)713-29-62;active
ЛС-660308808;2025-12;Игровой;1453.45;780.52;-672.93;2025-12-08;592815037017;+7(905)713-29-62;active
ЛС-780877972;2025-10;Домашний-300;900.22;378.47;-521.75;2025-10-04;311535505143;89102028491;active
ЛС-780877972;2025-11;Домашний-300;989.25;1105.02;-405.98;2025-11-23;311535505143;89102028491;active
ЛС-780877972;2025-12;Домашний-300;838.0;838.0;-405.98;2025-12-27;311535505143;89102028491;active
ЛС-545507846;2025-10;Игровой;1831.91;1831.91;0.0;2025-10-14;729269335895;+7(909)328-74-23;active
ЛС-545507846;2025-11;Игровой;1402.64;1402.64;0.0;2025-11-09;729269335895;+7(909)328-74-23;active
ЛС-545507846;2025-12;Игровой;1688.35;1688.35;0.0;2025-12-27;729269335895;+7(909)328-74-23;active
ЛС-526185076;2025-10;Игровой;1493.77;1493.77;0.0;2025-10-02;839389920457;+7(917)900-55-38;suspended
ЛС-526185076;2025-11;Игровой;1614.86;1614.86;0.0;2025-11-13;839389920457;+7(917)900-55-38;suspended
ЛС-526185076;2025-12;Игровой;1496.24;1496.24;0.0;2025-12-12;839389920457;+7(917)900-55-38;suspended
ЛС-540996254;2025-10;Игровой;1602.26;1602.26;0.0;2025-10-19;;89503992055;active
ЛС-540996254;2025-11;Игровой;1543.83;1543.83;0.0;2025-11-28;;89503992055;active
ЛС-540996254;2025-12;Игровой;1844.78;1844.78;0.0;2025-12-09;;89503992055;active
ЛС-611255235;2025-10;Домашний-300;994.5;994.5;0.0;2025-10-04;277602991406;+7(925)168-34-35;active
ЛС-611255235;2025-11;Домашний-300;921.66;0.0;-921.66;;277602991406;+7(925)168-34-35;active
ЛС-611255235;2025-12;Домашний-300;855.31;855.31;-921.66;2025-12-04;277602991406;+7(925)168-34-35;active
ЛС-614723864;2025-10;Домашний-100;743.43;743.43;0.0;2025-10-23;794790254853;+7(960)962-27-63;active
ЛС-614723864;2025-11;Домашний-100;558.04;558.04;0.0;2025-11-24;794790254853;+7(960)962-27-63;active
ЛС-614723864;2025-12;Домашний-100;559.31;323.91;-235.4;2025-12-09;794790254853;+7(960)962-27-63;active
ЛС-544436958;2025-10;Домашний-300;1087.82;1087.82;0.0;2025-10-21;420775870894;+7(917)262-93-62;active
ЛС-544436958;2025-11;Домашний-300;863.06;214.05;-649.01;2025-11-11;420775870894;+7(917)262-93-62;active
ЛС-544436958;2025-12;Домашний-300;861.9;406.26;-1104.65;2025-12-28;420775870894;+7(917)262-93-62;active
ЛС-770552472;2025-10;Корпоративный;29876.67;29876.67;0.0;2025-10-22;7893135030;7951671-70-27;active
ЛС-770552472;2025-11;Корпоративный;32782.99;32782.99;0.0;2025-11-22;7893135030;7951671-70-27;active
ЛС-770552472;2025-12;Корпоративный;28023.23;28023.23;0.0;2025-12-07;7893135030;7951671-70-27;active
ЛС-619146502;2025-10;Домашний-300;905.95;905.95;0.0;2025-10-28;727672935097;7916363-97-44;active
ЛС-619146502;2025-11;Домашний-300;1084.03;1084.03;0.0;2025-11-16;727672935097;7916363-97-44;active
ЛС-619146502;2025-12;Домашний-300;1084.74;1084.74;0.0;2025-12-09;727672935097;7916363-97-44;active
ЛС-612898115;2025-10;Домашний-100;550.61;550.61;0.0;2025-10-02;604932664322;+7(917)704-42-58;active
ЛС-612898115;2025-11;Домашний-100;706.28;706.28;0.0;2025-11-24;604932664322;+7(917)704-42-58;active
ЛС-612898115;2025-12;Домашний-100;641.75;641.75;0.0;2025-12-14;604932664322;+7(917)704-42-58;active
ЛС-781640052;2025-10;Бизнес-500;11525.23;0.0;-11525.23;;2182449353;89256177242;active
ЛС-781640052;2025-11;Бизнес-500;8055.07;8055.07;-11525.23;2025-11-17;2182449353;89256177242;active
ЛС-781640052;2025-12;Бизнес-500;8261.18;8261.18;-11525.23;2025-12-10;2182449353;89256177242;active
ЛС-663717850;2025-10;Домашний-100;678.85;678.85;0.0;2025-10-23;915724500000;;active
ЛС-663717850;2025-11;Домашний-100;722.77;722.77;0.0;2025-11-13;915724500000;;active
ЛС-663717850;2025-12;Домашний-100;603.93;603.93;0.0;2025-12-15;915724500000;;active
ЛС-163062113;2025-10;Домашний-100;730.96;822.23;91.27;2025-10-16;549411631873;+7(910)630-14-70;active
ЛС-163062113;2025-11;Домашний-100;626.92;626.92;91.27;2025-11-18;549411631873;+7(910)630-14-70;active
ЛС-163062113;2025-12;Домашний-100;651.94;651.94;91.27;2025-12-04;549411631873;+7(910)630-14-70;active
ЛС-613353910;2025-10;Всё включено;2304.87;2304.87;0.0;2025-10-23;581126649719;7961562-96-13;active
ЛС-613353910;2025-11;Всё включено;1869.18;1869.18;0.0;2025-11-17;581126649719;7961562-96-13;active
ЛС-613353910;2025-12;Всё включено;2359.62;2359.62;0.0;2025-12-01;581126649719;7961562-96-13;active
ЛС-616401918;2025-10;Игровой;1431.48;1431.48;0.0;2025-10-04;222121548158;+7(910)990-65-79;closed
ЛС-616401918;2025-11;Игровой;1520.61;1520.61;0.0;2025-11-26;222121548158;+7(910)990-65-79;closed
ЛС-616401918;2025-12;Игровой;1522.15;1522.15;0.0;2025-12-18;222121548158;+7(910)990-65-79;closed
ЛС-612095935;2025-10;Корпоративный;37837.75;37837.75;0.0;2025-10-17;3182744857;+7(903)894-91-74;active
ЛС-612095935;2025-11;Корпоративный;38827.41;38827.41;0.0;2025-11-17;3182744857;+7(903)894-91-74;active
ЛС-612095935;2025-12;Корпоративный;25050.56;25050.56;0.0;2025-12-11;3182744857;+7(903)894-91-74;active
ЛС-611863878;2025-10;Корпоративный;36527.4;36527.4;0.0;2025-10-14;3182744857;+7(903)894-91-74;active
ЛС-611863878;2025-11;Корпоративный;33519.27;37031.26;3511.99;2025-11-04;3182744857;+7(903)894-91-74;active
ЛС-611863878;2025-12;Корпоративный;35989.28;35989.28;3511.99;2025-12-14;3182744857;+7(903)894-91-74;active
ЛС-612945651;2025-10;Корпоративный;35440.4;35440.4;0.0;2025-10-07;3182744857;7903894-91-74;active
ЛС-612945651;2025-11;Корпоративный;34432.71;34432.71;0.0;2025-11-20;3182744857;7903894-91-74;active
ЛС-612945651;2025-12;Корпоративный;33478.24;33478.24;0.0;2025-12-13;3182744857;7903894-91-74;active
ЛС-611810220;2025-10;Корпоративный;32077.82;0.0;-32077.82;;3182744857;+7(903)894-91-74;active
ЛС-611810220;2025-11;Корпоративный;30042.22;30042.22;-32077.82;2025-11-08;3182744857;+7(903)894-91-74;active
ЛС-611810220;2025-12;Корпоративный;32987.29;32987.29;-32077.82;2025-12-14;3182744857;+7(903)894-91-74;active
ЛС-169263296;2025-10;Корпоративный;39362.53;41227.19;1864.66;2025-10-19;9597779014;+7(980)455-99-48;active
ЛС-169263296;2025-11;Корпоративный;38438.88;38438.88;1864.66;2025-11-28;9597779014;+7(980)455-99-48;active
ЛС-169263296;2025-12;Корпоративный;25658.15;25658.15;1864.66;2025-12-18;9597779014;+7(980)455-99-48;active
ЛС-167629160;2025-10;Корпоративный;39939.34;23386.73;-16552.61;2025-10-15;9597779014;+7(980)455-99-48;active
ЛС-167629160;2025-11;Корпоративный;35776.46;35776.46;-16552.61;2025-11-07;9597779014;+7(980)455-99-48;active
ЛС-167629160;2025-12;Корпоративный;28277.06;0.0;-44829.67;2025-07-04;9597779014;+7(980)455-99-48;active
ЛС-163248413;2025-10;Корпоративный;39869.73;39869.73;0.0;2025-10-15;9597779014;+7(980)455-99-48;suspended
ЛС-163248413;2025-11;Корпоративный;38396.54;14094.0;-24302.54;2025-11-03;9597779014;+7(980)455-99-48;suspended
ЛС-163248413;2025-12;Корпоративный;37081.24;37081.24;-24302.54;2025-12-18;9597779014;+7(980)455-99-48;suspended
ЛС-167681511;2025-10;Корпоративный;36196.27;36196.27;0.0;2025-10-08;9597779014;+7(980)455-99-48;active
ЛС-167681511;2025-11;Корпоративный;25662.56;25662.56;0.0;2025-11-18;9597779014;+7(980)455-99-48;active
ЛС-167681511;2025-12;Корпоративный;27505.57;27505.57;0.0;2025-12-24;9597779014;+7(980)455-99-48;active
ЛС-772163361;2025-10;Домашний-300;1077.87;1077.87;0.0;2025-10-07;489990682013;89036111964;active
ЛС-772163361;2025-11;Домашний-300;1038.72;1038.72;0.0;2025-11-04;489990682013;89036111964;active
ЛС-772163361;2025-12;Домашний-300;826.61;826.61;0.0;2025-12-19;489990682013;89036111964;active
ЛС-664696815;2025-10;Домашний-500;1311.07;1311.07;0.0;2025-10-12;351786376731;+7(960)231-50-27;active
ЛС-664696815;2025-11;Домашний-500;1573.86;1573.86;0.0;2025-11-18;351786376731;+7(960)231-50-27;active
ЛС-664696815;2025-12;Домашний-500;1478.38;1563.8;85.42;2025-12-21;351786376731;+7(960)231-50-27;active
ЛС-544882089;2025-10;Игровой;1410.68;1410.68;0.0;2025-10-06;884217028516;+7 910 263 55 84;active
ЛС-544882089;2025-11;Игровой;1811.16;1811.16;0.0;2025-11-02;884217028516;+7 910 263 55 84;active
ЛС-544882089;2025-12;Игровой;1766.22;0.0;-1766.22;;884217028516;+7 910 263 55 84;active
ЛС-613644089;2025-10;Бизнес-500;9843.42;9843.42;0.0;2025-10-08;3843959953;+7(926)997-28-94;active
ЛС-613644089;2025-11;Бизнес-500;10474.58;14304.24;3829.66;2025-11-24;3843959953;+7(926)997-28-94;active
ЛС-613644089;2025-12;Бизнес-500;8816.65;8816.65;3829.66;2025-12-25;3843959953;+7(926)997-28-94;active
ЛС-612687056;2025-10;Бизнес-500;9198.37;9198.37;0.0;2025-10-05;3843959953;+7(926)997-28-94;closed
ЛС-612687056;2025-11;Бизнес-500;10751.67;10751.67;0.0;2025-11-06;3843959953;+7(926)997-28-94;closed
ЛС-612687056;2025-12;Бизнес-500;9894.92;11809.81;1914.89;2025-12-18;3843959953;+7(926)997-28-94;closed
ЛС-618566246;2025-10;Бизнес-500;8700.38;8700.38;0.0;2025-10-14;3843959953;+7(926)997-28-94;active
ЛС-618566246;2025-11;Бизнес-500;8434.1;8434.1;0.0;2025-11-07;3843959953;+7(926)997-28-94;active
ЛС-618566246;2025-12;Бизнес-500;8292.85;8292.85;0.0;2025-12-14;3843959953;+7(926)997-28-94;active
ЛС-612873342;2025-10;Бизнес-500;8917.03;8917.03;0.0;2025-10-09;3843959953;+7(926)997-28-94;suspended
ЛС-612873342;2025-11;Бизнес-500;10854.79;10854.79;0.0;2025-11-22;3843959953;+7(926)997-28-94;suspended
ЛС-612873342;2025-12;Бизнес-500;10123.46;10123.46;0.0;2025-12-19;3843959953;+7(926)997-28-94;suspended
ЛС-617086688;2025-10;Бизнес-500;11595.9;11595.9;0.0;2025-10-11;3843959953;+7(926)997-28-94;active
ЛС-617086688;2025-11;Бизнес-500;11545.55;3691.21;-7854.34;2025-11-19;3843959953;+7(926)997-28-94;active
ЛС-617086688;2025-12;Бизнес-500;8862.35;8862.35;-7854.34;2025-12-06;3843959953;+7(926)997-28-94;active
ЛС-543449743;2025-10;Всё включено;2385.68;2385.68;0.0;2025-10-11;763454434414;+7 909 505 82 87;active
ЛС-543449743;2025-11;Всё включено;1982.16;1982.16;0.0;2025-11-24;763454434414;+7 909 505 82 87;active
ЛС-543449743;2025-12;Всё включено;2358.81;2358.81;0.0;2025-12-07;763454434414;+7 909 505 82 87;active
ЛС-618961122;2025-10;Бизнес-100;3811.63;3811.63;0.0;2025-10-18;2026153473;+7(951)928-57-94;active
ЛС-618961122;2025-11;Бизнес-100;3929.74;1878.26;-2051.48;2025-11-05;2026153473;+7(951)928-57-94;active
ЛС-618961122;2025-12;Бизнес-100;4801.66;4801.66;-2051.48;2025-12-23;2026153473;+7(951)928-57-94;active
ЛС-613386559;2025-10;Бизнес-100;4899.13;2672.96;-2226.17;2025-10-19;2026153473;+7 951 928 57 94;active
ЛС-613386559;2025-11;Бизнес-100;4424.9;4424.9;-2226.17;2025-11-02;2026153473;+7 951 928 57 94;active
ЛС-613386559;2025-12;Бизнес-100;4035.91;4035.91;-2226.17;2025-12-08;2026153473;+7 951 928 57 94;active
ЛС-526057121;2025-10;Домашний-500;1296.19;422.82;-873.37;2025-10-03;478765530073;89036845512;active
ЛС-526057121;2025-11;Домашний-500;1296.6;1296.6;-873.37;2025-11-11;478765530073;89036845512;active
ЛС-526057121;2025-12;Домашний-500;1410.03;0.0;-2283.4;2025-03-02;478765530073;89036845512;active
ЛС-525326949;2025-10;Домашний-300;947.15;947.15;0.0;2025-10-05;172801234289;7916816-25-99;active
ЛС-525326949;2025-11;Домашний-300;1040.86;1040.86;0.0;2025-11-21;172801234289;7916816-25-99;active
ЛС-525326949;2025-12;Домашний-300;826.81;209.41;-617.4;2025-12-21;172801234289;7916816-25-99;active
ЛС-777362732;2025-10;Домашний-300;964.02;964.02;0.0;2025-10-11;889775542619;+7(903)347-77-43;active
ЛС-777362732;2025-11;Домашний-300;938.27;938.27;0.0;2025-11-28;889775542619;+7(903)347-77-43;active
ЛС-777362732;2025-12;Домашний-300;901.3;915.4;14.1;2025-12-01;889775542619;+7(903)347-77-43;active
ЛС-666666760;2025-10;Корпоративный;35363.25;35363.25;0.0;2025-10-24;3500743292;+7 981 904 21 26;active
ЛС-666666760;2025-11;Корпоративный;25455.21;25455.21;0.0;2025-11-25;3500743292;+7 981 904 21 26;active
ЛС-666666760;2025-12;Корпоративный;36132.97;36132.97;0.0;2025-12-03;3500743292;+7 981 904 21 26;active
ЛС-660835058;2025-10;Корпоративный;26239.49;1546.98;-24692.51;2025-10-26;3500743292;+7(981)904-21-26;active
ЛС-660835058;2025-11;Корпоративный;38414.41;38414.41;-24692.51;2025-11-02;3500743292;+7(981)904-21-26;active
ЛС-660835058;2025-12;Корпоративный;36811.99;36811.99;-24692.51;2025-12-20;3500743292;+7(981)904-21-26;active
ЛС-663003354;2025-10;Корпоративный;25387.62;5773.83;-19613.79;2025-10-04;3500743292;+7(981)904-21-26;active
ЛС-663003354;2025-11;Корпоративный;36920.34;36920.34;-19613.79;2025-11-10;3500743292;+7(981)904-21-26;active
ЛС-663003354;2025-12;Корпоративный;36287.94;36287.94;-19613.79;2025-12-03;3500743292;+7(981)904-21-26;active
ЛС-662168942;2025-10;Корпоративный;37191.49;37191.49;0.0;2025-10-19;3500743292;+7 981 904 21 26;suspended
ЛС-662168942;2025-11;Корпоративный;33100.2;33100.2;0.0;2025-11-17;3500743292;+7 981 904 21 26;suspended
ЛС-662168942;2025-12;Корпоративный;38653.8;0.0;-38653.8;2025-09-20;3500743292;+7 981 904 21 26;suspended
ЛС-661044789;2025-10;Корпоративный;36824.65;36824.65;0.0;2025-10-16;3500743292;+7(981)904-21-26;active
ЛС-661044789;2025-11;Корпоративный;25605.75;25605.75;0.0;2025-11-01;3500743292;+7(981)904-21-26;active
ЛС-661044789;2025-12;Корпоративный;25662.2;34243.59;8581.39;2025-12-08;3500743292;+7(981)904-21-26;active
ЛС-667330990;2025-10;Домашний-500;1351.16;1351.16;0.0;2025-10-03;504207675149;+7(980)459-35-48;active
ЛС-667330990;2025-11;Домашний-500;1344.59;1344.59;0.0;2025-11-17;504207675149;+7(980)459-35-48;active
ЛС-667330990;2025-12;Домашний-500;1259.98;1259.98;0.0;2025-12-04;504207675149;+7(980)459-35-48;active
ЛС-547898260;2025-10;Домашний-500;1294.32;0.0;-1294.32;;159625719760;+7(917)229-12-21;active
