client_id;segment;company_name;contact_name;inn;phone;email;region;manager;contract_date;account_numbers;status;last_activity_date
CLT-000100;B2B;Орехов-Ефимова, ЗАО;Зыков Макар Трофимович;2202169797;+7(915)725-58-55;zykov@orekhovefimova.solutions;Нижний Новгород;Козлов Д.И.;2023-07-07;"ЛС-520277167;ЛС-520145089;ЛС-529358891;ЛС-526375628;ЛС-529002877";active;2025-12-23
CLT-000170;B2B;"АО ""«Фомин""";Селезнев Самсон Валентинович;7939290600;+7(981)851-74-14;seleznev@fomin.solutions;Санкт-Петербург;Морозов И.П.;2022-02-26;"ЛС-788671773;ЛС-781806325;ЛС-784310742;ЛС-787990772";active;2025-11-17
CLT-000722;B2C;;Ильин Галина Валерианович;749864786862;+7(916)574-58-17;ilin513@mail.ru;Казань;;2023-12-01;ЛС-164474083;active;2025-11-15
CLT-000833;B2C;;Гришин Лонгин Фадеевич;100687586824;+7(905)465-19-63;grishin362@inbox.ru;Новосибирск;;2019-10-09;ЛС-545122444;active;2025-11-07
CLT-000081;B2B;"ПАО ""«Михайлов""";Бирюкова Андрон Ильясович;6618537474;+7(909)192-30-97;"biryukova@p""«mikhaylov.corp";Екатеринбург;Сидорова Е.В.;2019-05-13;"ЛС-669035213;ЛС-665680442;ЛС-660678831";active;2025-10-02
CLT-000548;B2C;;Максимов Лукьян Ефимовна;493132155130;+7(950)448-71-14;калашникова101@mail.ru;Новосибирск;;2024-11-19;ЛС-548214448;active;2025-11-08
CLT-000063;B2B;Горшков, ООО;Королева Ч.А.;7315999650;+7(925)902-67-72;koroleva@gorshkov.group;Москва;Морозов И.П.;2022-05-15;"ЛС-775866296;ЛС-771943114";active;2025-12-23
CLT-000179;B2B;АО Соболева;Голубев Игнатий Ермилович;6765213283;+7(916)914-81-88;golubev@soboleva.solutions;Казань;Фёдорова Л.С.;2018-06-24;"ЛС-168816711;ЛС-162075452;ЛС-167985240;ЛС-161322342;ЛС-163216110";active;2025-10-07
CLT-000808;B2C;;Носов Илья Дмитриевич;435623039744;+7(903)615-74-16;nosov500@inbox.ru;Ростов-на-Дону;;2019-06-18;ЛС-618987092;active;2025-10-26
CLT-000090;B2B;"АО ""«Кудрявцев-Кондратьева»""";Ермакова Клавдий Иларионович;9709986162;+7(910)680-85-84;ermakova@kudryavtsevkondrateva.pro;Новосибирск;Морозов И.П.;2024-06-01;ЛС-541914856;active;2025-12-09
CLT-000237;B2B;"ПАО ""Стройгазмонтаж""";Сазонова Эрнст Петровна;4230234679;+7(909)989-91-31;"sazonova@p""stroygazmontazh.tech";Москва;Лебедева Н.Г.;2023-05-12;ЛС-774161415;active;2025-11-23
CLT-000241;B2B;"ООО ""ВымпелКом""";Орехов П.А.;2593195256;+7(903)418-17-85;orekhov@vympelkom.corp;Москва;Волков К.А.;2018-08-29;"ЛС-773665528;ЛС-779931608;ЛС-777524377;ЛС-772942095;ЛС-774814973";active;2025-12-01
CLT-009005;B2B;"ООО ""«Гурьева-Абрамов»""";Тарасов Вера Давыдович;0603850506;+7(994)844-49-23;тарасов211@bk.ru;Санкт-Петербург;Симонова В.Т.;;;prospect;2025-10-14
CLT-000020;B2B;"ООО ""«Родионов-Якушева»""";Бурова Ферапонт Никифоровна;9427109477;+7(980)448-33-16;ершов613@mail.ru;Москва;Алексеев В.Р.;2023-01-20;"ЛС-777116719;ЛС-770229413;ЛС-771869993";active;2025-10-14
CLT-009014;B2C;;Лебедева Николай Ефимовна;785932133480;+7(997)324-83-59;лебедева364@yandex.ru;Москва;;;;prospect;2025-10-08
CLT-000487;B2C;;Симонова Валерия Игнатович;292778851905;+7(917)419-78-64;simonova40@gmail.com;Казань;;2022-10-24;ЛС-160424624;active;2025-11-10
CLT-000489;B2C;;Зиновьев Поликарп Трифонович;491304488189;+7(926)665-94-48;zinovev917@mail.ru;Санкт-Петербург;;2020-07-14;ЛС-780461540;active;2025-10-16
CLT-000985;B2C;;Гущин Фаина Кузьминична;504207675149;+7(980)459-35-48;gushchin78@mail.ru;Екатеринбург;;2019-05-13;ЛС-667330990;active;2025-12-05
CLT-000522;B2C;;Горшкова Дорофей Эдуардович;257090859914;+7(926)687-33-12;gorshkova262@inbox.ru;Москва;;2025-06-03;ЛС-772699969;active;2025-12-20
CLT-000078;B2B;АО Гусева;Кудряшова Парфен Артемовна;9842524105;+7(961)378-77-18;kudryashova@guseva.group;Екатеринбург;Петров А.С.;2022-01-30;"ЛС-669177850;ЛС-667925241;ЛС-669138000";active;2025-11-02
CLT-000313;B2C;;Щербакова Евфросиния Вениаминовна;882741176741;+7(910)385-95-24;shcherbakova823@gmail.com;Нижний Новгород;;2024-02-01;ЛС-523152854;active;2025-11-18
CLT-009007;B2C;;Шубина Михаил Владиславович;344565574313;+7(917)898-84-23;шубина160@mail.ru;Санкт-Петербург;;;;prospect;2025-10-15
CLT-000690;B2C;;Дьячкова Татьяна Афанасьевич;465103444429;+7(905)502-71-45;dyachkova978@gmail.com;Москва;;2020-08-03;ЛС-778652406;active;2025-12-15
CLT-000770;B2C;;Фомина Маргарита Альбертовна;925672620846;+7(981)228-94-84;fomina372@yandex.ru;Санкт-Петербург;;2025-03-25;ЛС-783551962;active;2025-12-12
CLT-000314;B2C;;Туров Степан Кирилловна;915061853800;+7(917)240-85-58;turov690@yandex.ru;Нижний Новгород;;2020-06-23;ЛС-524727274;active;2025-12-11
CLT-000322;B2C;;Самойлов Демид Васильевич;273906375791;+7(926)440-28-90;samoylov98@mail.ru;Нижний Новгород;;2023-07-10;ЛС-522379312;active;2025-10-10
CLT-000751;B2C;;Николай Дмитриевич Соловьев;354686272884;+7(905)559-63-64;solovev140@gmail.com;Казань;;2022-10-17;ЛС-167632713;active;2025-12-24
CLT-000995;B2C;;Аксенова Радислав Жоресович;697309121852;+7(981)297-47-21;aksenova303@mail.ru;Москва;;2021-03-12;ЛС-771331555;active;2025-12-26
CLT-000030;B2B;"ПАО ""«Тетерина""";Суворова Каллистрат Юлианович;5317139005;+7(917)228-82-36;"suvorova@p""«teterina.solutions";Москва;Лебедева Н.Г.;2021-02-09;ЛС-778393352;active;2025-10-11
CLT-000682;B2C;;Нестеров Майя Харитонович;531927976178;+7(909)460-85-63;nesterov874@bk.ru;Ростов-на-Дону;;2020-09-09;ЛС-613845720;active;2025-12-09
CLT-000265;B2B;ЗАО Volvo);Тимофеева Алла Владиславовна;7903628917;+7(981)420-93-92;timofeeva@volvo).group;Санкт-Петербург;Волков К.А.;2024-05-24;"ЛС-786205634;ЛС-781115950;ЛС-783428113;ЛС-789043830";churned;2025-06-11
CLT-000165;B2B;"ЗАО ""Лтд""";Рябова Кондрат Бориславович;7565198253;+7(905)707-32-52;ryabova@ltd.group;Москва;Фёдорова Л.С.;2024-07-11;ЛС-771426258;churned;2025-01-25
CLT-000183;B2B;"ПАО ""«Савельев»""";Филиппова Геннадий Евстигнеевич;8320101702;+7(960)719-96-51;"filippova@p""«savelev.biz";Новосибирск;Новикова Т.М.;2024-02-17;"ЛС-544991187;ЛС-547347784";active;2025-12-27
CLT-000610;B2C;;Морозова Радим Рудольфовна;993652944716;+7(906)739-75-28;morozova208@inbox.ru;Екатеринбург;;2019-07-05;ЛС-668131045;active;2025-12-25
CLT-000372;B2C;;Ершов М.Н.;371607360776;+7(916)310-58-85;ershov96@mail.ru;Москва;;2024-06-26;ЛС-778981231;active;2025-10-28
CLT-000993;B2C;;Меркушев Милен Харламович;317895599098;+7(926)822-96-19;merkushev995@yandex.ru;Новосибирск;;2022-11-14;ЛС-546558167;churned;2025-04-14
CLT-000905;B2C;;Семенов Алевтина Егорович;727672935097;+7(916)363-97-44;semenov75@yandex.ru;Ростов-на-Дону;;2020-08-26;ЛС-619146502;active;2025-11-21
CLT-000204;B2B;"ООО ""«Фомичева»""";Фролов Анжелика Витальевич;9428910771;+7(909)900-88-88;frolov@fomicheva.pro;Ростов-на-Дону;Козлов Д.И.;2022-12-14;ЛС-618081213;active;2025-12-08
CLT-000578;B2C;;Власова А.В.;884217028516;+7(910)263-55-84;vlasova846@yandex.ru;Новосибирск;;2021-06-28;ЛС-544882089;active;2025-12-21
CLT-000865;B2C;;Денис Борисович Самойлов;233252861323;+7(925)443-62-96;samoylov342@gmail.com;Санкт-Петербург;;2023-12-19;ЛС-783428644;active;2025-10-24
CLT-000847;B2C;;Матвеев Маргарита Альбертовна;412315550570;+7(951)230-92-21;matveev490@bk.ru;Екатеринбург;;2022-06-28;ЛС-669384440;active;2025-11-12
CLT-000716;B2C;;Попов Казимир Теймуразович;103468616307;+7(903)252-79-61;popov712@inbox.ru;Ростов-на-Дону;;2023-05-21;ЛС-610200953;active;2025-12-02
CLT-000084;B2B;"АО ""Большаков»""";Турова Демьян Фадеевич;3937842701;+7(905)338-87-38;turova@bolshakov.pro;Нижний Новгород;Козлов Д.И.;2018-09-01;ЛС-528705932;active;2025-10-03
CLT-000058;B2B;"ООО ""«Щербаков""";Кондратьева А.В.;3843959953;+7(926)997-28-94;kondrateva@shcherbakov.group;Ростов-на-Дону;Морозов И.П.;2020-11-10;"ЛС-613644089;ЛС-612687056;ЛС-618566246;ЛС-612873342;ЛС-617086688";active;2025-10-09
CLT-000551;B2C;;Сидоров Эмилия Афанасьевна;927681722577;+7(950)366-56-81;sidorov496@gmail.com;Москва;;2020-01-05;ЛС-776290529;active;2025-12-22
CLT-000832;B2C;;Некрасова Лучезар Гертрудович;720165557864;+7(950)611-95-76;nekrasova331@inbox.ru;Екатеринбург;;2023-11-01;ЛС-665751247;active;2025-10-02
CLT-000778;B2C;;Трофимов Елисей Арсеньевич;794790254853;+7(960)962-27-63;trofimov582@bk.ru;Ростов-на-Дону;;2019-09-16;ЛС-614723864;active;2025-11-15
CLT-000799;B2C;;Фадеев Станислав Жоресович;234103897528;+7(981)235-14-85;fadeev554@bk.ru;Нижний Новгород;;2022-09-11;ЛС-525642240;active;2025-11-15
CLT-000232;B2B;"ООО ""Инк""";Доронин Мечислав Валентиновна;5363910257;+7(926)306-29-58;doronin@ink.solutions;Казань;Новикова Т.М.;2020-09-19;"ЛС-160397524;ЛС-165086403";active;2025-10-24
CLT-000017;B2B;Мишин, ПАО;Потапов Алла Львовна;5170805310;+7(903)353-35-12;"potapov@p""mishin.corp";Новосибирск;Новикова Т.М.;2023-09-04;"ЛС-542327193;ЛС-547452991;ЛС-542419049;ЛС-546631931;ЛС-544919058";active;2025-10-20
CLT-000500;B2C;;Данилова Майя Федотович;598307482073;+7(961)438-22-21;danilova597@bk.ru;Москва;;2025-03-28;;active;2025-10-07
CLT-000332;B2C;;Щукин Корнил Валентинович;321610705184;+7(916)770-88-12;shchukin858@gmail.com;Нижний Новгород;;2019-09-09;ЛС-522958066;active;2025-11-26
CLT-000929;B2C;;Мухина Федот Демьянович;985016276292;+7(915)535-65-65;mukhina528@inbox.ru;Екатеринбург;;2022-08-23;ЛС-660937616;active;2025-11-14
CLT-000106;B2B;"АО ""«Шарапова""";Горшкова Давыд Игоревна;3294057202;+7(950)711-16-90;gorshkova@sharapova.group;Казань;Лебедева Н.Г.;2020-09-25;"ЛС-164798515;ЛС-168328182;ЛС-166886153;ЛС-163555439;ЛС-168780157";active;2025-12-28
CLT-000691;B2C;;Филипп Даниилович Большакова;315599672562;+7(915)975-33-25;bolshakova9@bk.ru;Ростов-на-Дону;;2022-06-12;ЛС-613347047;active;2025-11-03
CLT-000898;B2C;;Яковлев Сидор Петровна;664743701945;+7(916)793-88-99;попов407@bk.ru;Новосибирск;;2022-11-12;ЛС-547766650;active;2025-11-01
CLT-000085;B2B;ЗАО Чернова;Уварова Мариан Станиславовна;3185156915;+7(926)430-27-30;uvarova@chernova.pro;Москва;Сидорова Е.В.;2021-11-21;"ЛС-777528953;ЛС-779264422;ЛС-770969029;ЛС-775939172";active;2025-11-02
CLT-000397;B2C;;Веселова Дарья Федосьевич;223972835129;+7(951)687-32-66;veselova520@yandex.ru;Новосибирск;;2022-04-08;ЛС-547090814;active;2025-12-17
CLT-000247;B2B;"ЗАО ""«Лукина»""";Пестова Зиновий Кузьминична;2435989262;+7(950)906-65-58;pestova@lukina.company;Казань;Алексеев В.Р.;2018-09-28;ЛС-169314181;active;2025-10-04
CLT-000956;B2C;;Никитина Трифон Гавриилович;778305573713;+7(981)865-46-15;nikitina747@yandex.ru;Ростов-на-Дону;;2023-04-11;ЛС-613461446;active;2025-11-18
CLT-000886;B2C;;Уварова Афиноген Леоновна;164157809783;+7(903)230-79-12;uvarova25@mail.ru;Ростов-на-Дону;;2022-09-25;ЛС-611945341;active;2025-10-11
CLT-000532;B2C;;Шубин Лора Арсенович;437184449029;+7(950)148-28-60;shubin523@gmail.com;Москва;;2021-04-19;;active;2025-12-05
CLT-000873;B2C;;Савельев Ладимир Леоновна;581126649719;+7(961)562-96-13;savelev699@inbox.ru;Ростов-на-Дону;;2020-03-05;ЛС-613353910;active;2025-10-09
CLT-009002;B2B;"ООО ""«Сафонов»""";Белова Владилен Матвеевич;8000307562;+7(922)978-14-80;белова823@rambler.ru;Санкт-Петербург;Федосеева А.Г.;;;prospect;2025-12-21
CLT-000904;B2C;;Силина Феврония Зиновьевич;722494510462;+7(950)105-62-84;silina994@yandex.ru;Казань;;2019-08-11;ЛС-166568512;churned;2025-05-11
CLT-000328;B2C;;Уваров Адам Фокич;597320331922;+7(915)586-10-51;uvarov918@mail.ru;Новосибирск;;2024-08-11;ЛС-542876754;active;2025-12-28
CLT-000463;B2C;;Тетерина Степан Альбертовна;211428178522;+7(915)351-11-51;teterina785@yandex.ru;Казань;;2020-11-15;ЛС-168088062;active;2025-10-26
CLT-000731;B2C;;Фролова Мстислав Фёдорович;282851816125;+7(951)678-12-46;frolova118@inbox.ru;Санкт-Петербург;;2023-10-13;ЛС-780792304;churned;2025-05-04
CLT-000155;B2B;"ЗАО ""«Котова-Шарова»""";Жданов Федор Августович;8238656242;+7(910)111-19-92;zhdanov@kotovasharova.solutions;Нижний Новгород;Фёдорова Л.С.;2022-10-10;ЛС-522762126;active;2025-11-08
CLT-000235;B2B;"ООО ""Лимитед""";Капустин Азарий Яковлевна;1857666567;+7(926)756-85-19;kapustin@limited.biz;Санкт-Петербург;Лебедева Н.Г.;2018-02-20;"ЛС-780169236;ЛС-784587506;ЛС-786337050;ЛС-782497243";active;2025-10-09
CLT-000550;B2C;;Блинова Софрон Изотович;912312392049;+7(906)160-58-11;blinova533@mail.ru;Нижний Новгород;;2022-11-14;ЛС-526472387;active;2025-12-22
CLT-000399;B2C;;Владимиров Л.Г.;705079181589;+7(960)875-79-92;vladimirov290@yandex.ru;Санкт-Петербург;;2023-03-25;ЛС-782734666;active;2025-10-13
CLT-000793;B2C;;Моисеев Кир Ануфриевич;223753028497;+7(960)942-17-41;moiseev386@bk.ru;Казань;;2022-06-16;ЛС-160243652;active;2025-12-23
CLT-000988;B2C;;Меркушев Василий Ерофеевич;683746614477;+7(961)195-75-92;merkushev524@inbox.ru;Москва;;2025-02-20;ЛС-770479666;active;2025-12-09
CLT-000137;B2B;ИП Медведев А.В.;Архипов Владлен Харламович;9487920698;+7(905)361-31-17;arkhipov@medvedeva.v..biz;Санкт-Петербург;Сидорова Е.В.;2020-03-25;"ЛС-783940701;ЛС-786451046;ЛС-783681579";active;2025-12-05
CLT-000497;B2C;;Сафонов Любим Бориславович;999827802058;+7(961)681-53-10;safonov199@inbox.ru;Ростов-на-Дону;;2023-07-05;ЛС-611464493;active;2025-10-11
CLT-000812;B2C;;Федосеева Е.А.;361840257870;+7(916)497-76-61;fedoseeva339@mail.ru;Москва;;2019-02-04;ЛС-776306636;active;2025-11-21
CLT-000283;B2B;"ПАО ""Инкорпорэйтед""";Самойлов Радислав Давыдович;2130724078;+7(980)460-43-25;"samoylov@p""inkorporeyted.tech";Санкт-Петербург;Петров А.С.;2024-06-14;"ЛС-781563268;ЛС-786850745;ЛС-781066343;ЛС-786294897;ЛС-788610313";active;2025-10-25
CLT-000448;B2C;;Лихачева Милица Вячеславовна;812961803324;+7(910)864-99-60;likhacheva381@mail.ru;Новосибирск;;2019-02-06;ЛС-548018498;active;2025-12-16
CLT-000508;B2C;;Галкина Евфросиния Владиленович;770867009004;+7(917)486-54-91;galkina91@gmail.com;Новосибирск;;2020-05-18;ЛС-548482669;active;2025-11-06
CLT-000197;B2B;"ПАО ""«Силина-Ермакова»""";Константинов Софон Юрьевна;5214764925;+7(909)952-57-75;"konstantinov@p""«silinaermakova.company";Ростов-на-Дону;Морозов И.П.;2018-06-15;"ЛС-617767499;ЛС-616165926";active;2025-11-21
CLT-000076;B2B;"ПАО ""«Калинина»""";Сазонов Кирилл Андреевич;6652341389;+7(926)897-98-13;"sazonov@p""«kalinina.corp";Казань;Лебедева Н.Г.;2022-02-05;"ЛС-163898364;ЛС-160376137;ЛС-169180552";active;2025-11-01
CLT-000432;B2C;;Зимина П.Б.;781039033970;+7(951)818-20-84;zimina522@gmail.com;Нижний Новгород;;2021-12-24;ЛС-526328094;active;2025-12-26
CLT-000036;B2B;"ПАО ""Инк""";Романов Наина Чеславович;7416052975;+7(906)547-23-41;"romanov@p""ink.group";Казань;Фёдорова Л.С.;2024-04-28;"ЛС-169681645;ЛС-163521818;ЛС-168355231;ЛС-162432921";active;2025-12-09
CLT-000072;B2B;"ЗАО ""Лимитед""";Никитин В.Е.;4309584982;+7(950)820-47-47;nikitin@limited.solutions;Казань;Сидорова Е.В.;2022-06-18;;active;2025-10-27
CLT-000907;B2C;;Панов М.А.;333720945167;+7(960)884-66-11;наумов3@bk.ru;Казань;;2019-10-03;ЛС-163286301;active;2025-12-03
CLT-000940;B2C;;Фомичев Вацлав Венедиктович;453127943379;+7(950)292-20-22;fomichev146@mail.ru;Новосибирск;;2021-01-26;ЛС-545904265;active;2025-11-14
CLT-000267;B2B;"ООО ""Инк""";Федосеева Таисия Афанасьевна;4322889857;+7(910)447-47-56;fedoseeva@ink.pro;Нижний Новгород;Фёдорова Л.С.;2019-05-23;"ЛС-526063399;ЛС-521297102;ЛС-524817175;ЛС-522421495;ЛС-525112747";active;2025-11-09
CLT-000740;B2C;;Ковалева С.Г.;111400347131;+7(981)865-22-85;kovaleva781@inbox.ru;Ростов-на-Дону;;2019-07-28;ЛС-616016259;active;2025-11-13
CLT-000531;B2C;;Колесникова Лучезар Кирилловна;881703211920;+7(960)215-38-64;kolesnikova845@yandex.ru;Москва;;2023-03-21;ЛС-775277895;active;2025-12-02
CLT-000688;B2C;;Селиверстова Константин Захарьевич;499741856302;+7(980)907-57-11;seliverstova1@mail.ru;Казань;;2022-12-28;ЛС-160566199;active;2025-12-10
CLT-000047;B2B;Исаков Е.Б., ИП;Григорьев Василиса Феликсович;3268018242;+7(915)430-38-54;grigorev@isakove.b..company;Ростов-на-Дону;Волков К.А.;2020-09-30;;active;2025-12-24
CLT-000883;B2C;;Самойлова Андроник Давыдович;513068624087;+7(909)997-10-10;samoylova419@inbox.ru;Ростов-на-Дону;;2020-07-30;ЛС-619041728;active;2025-10-04
CLT-000021;B2B;"АО ""«Миронова-Лебедева»""";Вишняков Ангелина Фокич;7499091334;+7(906)260-40-32;vishnyakov@mironovalebedeva.company;Екатеринбург;Волков К.А.;2021-01-20;"ЛС-661206797;ЛС-664034471;ЛС-663493618;ЛС-663242102;ЛС-664994717";churned;2025-05-12
CLT-000756;B2C;;Ковалев Архип Харитонович;930521690392;+7(915)130-33-62;kovalev814@bk.ru;Екатеринбург;;2019-11-14;ЛС-660142647;active;2025-11-21
CLT-000693;B2C;;Владимирова Андрей Всеволодович;103622117327;+7(981)260-64-44;vladimirova658@bk.ru;Санкт-Петербург;;2022-08-23;ЛС-783958558;active;2025-12-03
CLT-000089;B2B;"ПАО ""Александрова»""";Блинов Нифонт Игнатович;4741608989;+7(910)223-67-32;"blinov@p""aleksandrova.corp";Казань;Алексеев В.Р.;2024-03-11;"ЛС-163320616;ЛС-163294511";active;2025-11-03
CLT-000913;B2C;;Куликов Борис Евстигнеевич;966861199767;+7(951)693-76-35;kulikov164@yandex.ru;Новосибирск;;2021-04-29;ЛС-541705058;active;2025-12-12
CLT-000478;B2C;;Громов Всемил Арсенович;994370526351;+7(905)132-42-59;gromov833@yandex.ru;Москва;;2022-07-13;ЛС-777657256;active;2025-12-09
CLT-000658;B2C;;Николаева Святополк Георгиевич;746129390025;+7(909)239-24-36;nikolaeva342@inbox.ru;Новосибирск;;2022-10-13;ЛС-545896359;active;2025-12-21
CLT-000919;B2C;;Молчанов Синклитикия Егорович;756676409968;+7(917)299-46-44;molchanov18@mail.ru;Новосибирск;;2021-03-14;ЛС-545224265;active;2025-10-03
CLT-000051;B2B;Беляков П.В., ИП;Сазонов Д.Е.;5705516940;+7(981)371-93-84;sazonov@belyakovp.v..group;Екатеринбург;Фёдорова Л.С.;2021-11-03;"ЛС-663097289;ЛС-666230913;ЛС-660756263;ЛС-666897028;ЛС-663857865";active;2025-11-22
CLT-000176;B2B;"ЗАО ""«Белоусова-Ковалев»""";Николаева Нонна Бориславович;8599805626;+7(951)495-57-11;nikolaeva@belousovakovalev.corp;Екатеринбург;Алексеев В.Р.;2018-09-28;"ЛС-665547813;ЛС-667674266;ЛС-662991234";active;2025-12-10
CLT-000027;B2B;"АО ""«Овчинников""";Кононова Автоном Леонидовна;1640909743;+7(951)324-91-34;kononova@ovchinnikov.tech;Новосибирск;Морозов И.П.;2020-12-19;"ЛС-544210470;ЛС-549521456;ЛС-542328588;ЛС-544247451;ЛС-547123685";active;2025-12-03
CLT-000273;B2B;"ООО ""Воробьева»""";Данилов О.А.;7262658263;+7(909)827-26-74;danilov@vorobeva.tech;Ростов-на-Дону;Сидорова Е.В.;2022-11-27;ЛС-619648253;active;2025-12-20
CLT-000305;B2C;;Никифоров Глеб Руслановна;159556574902;+7(951)145-47-29;nikiforov27@bk.ru;Санкт-Петербург;;2021-05-30;ЛС-789358895;churned;2025-02-27
CLT-009015;B2C;;Фомичев Гаврила Евсеевич;905992937842;+7(962)138-21-17;фомичев239@bk.ru;Новосибирск;;;;prospect;2025-10-01
CLT-000617;B2C;;Данилова Симон Трифонович;145203608941;+7(906)655-48-90;danilova932@bk.ru;Москва;;2022-11-18;ЛС-773599285;active;2025-11-18
CLT-000845;B2C;;Русаков Давыд Олеговна;986182070669;+7(905)994-25-16;rusakov601@inbox.ru;Нижний Новгород;;2025-03-16;ЛС-523729826;active;2025-12-14
CLT-008321;B2C;;Горбунова Анисим Демьянович;736815418589;+7(905)161-29-67;gorbunova947@inbox.ru;Санкт-Петербург;;2024-02-05;;churned;2024-12-06
CLT-000053;B2C;"ООО ""«Орлова»""";Игнатова Агафон Бенедиктович;9330165712;+7(903)663-30-62;ignatova@orlova.company;Санкт-Петербург;Алексеев В.Р.;2023-07-17;"ЛС-787345401;ЛС-789380262;ЛС-780672400;ЛС-784991547";active;2025-11-11
CLT-000303;B2C;;Кулагин Фёкла Болеславовна;951724447232;+7(910)992-89-93;kulagin239@mail.ru;Казань;;2025-03-16;ЛС-160287950;active;2025-12-10
CLT-000248;B2B;"ООО ""Санкт-Петербурга""";Кондратьева Федосий Иосифович;6542340163;+7(960)207-25-32;kondrateva@sanktpeterburga.company;Новосибирск;Новикова Т.М.;2024-10-29;"ЛС-544971859;ЛС-544849102;ЛС-545625889;ЛС-546792408;ЛС-542226940";active;2025-12-19
CLT-000401;B2C;;Русакова Тамара Чеславович;735806882850;+7(916)201-68-33;rusakova730@yandex.ru;Новосибирск;;2019-07-05;ЛС-541373990;active;2025-11-28
CLT-000258;B2B;"ООО ""системы""";Дьячков Ф.П.;6342408916;+7(925)990-90-91;dyachkov@sistemy.group;Москва;Сидорова Е.В.;2020-10-01;"ЛС-778373543;ЛС-779627365;ЛС-772717272;ЛС-772397240;ЛС-774226931";active;2025-11-09
CLT-000795;B2C;;Сазонова Демид Даниловна;646623236066;+7(980)718-89-77;sazonova291@inbox.ru;Казань;;2020-12-14;ЛС-161259497;active;2025-10-17
CLT-000485;B2C;;Филиппова Евграф Ермилович;191122528837;+7(951)130-53-59;filippova107@inbox.ru;Нижний Новгород;;2019-10-02;ЛС-526323979;active;2025-12-28
CLT-008608;B2C;;Красильников Софон Зиновьевич;981873877583;+7(917)319-61-46;krasilnikov461@inbox.ru;Санкт-Петербург;;2020-04-06;ЛС-784130909;churned;2024-03-18
CLT-000349;B2C;;Тимофеев Синклитикия Романовна;364609178513;+7(951)411-47-50;timofeev691@inbox.ru;Казань;;2025-05-02;ЛС-160299295;active;2025-12-28
CLT-000005;B2B;Лимитед, ЗАО;Маркова Клавдия Альбертовна;3782489638;+7(916)830-49-61;markova@limited.tech;Ростов-на-Дону;Алексеев В.Р.;2021-02-14;"ЛС-617871331;ЛС-615098393;ЛС-610103105";churned;2025-03-07
CLT-000474;B2C;;Андреева Мартьян Эдуардовна;352959611110;+7(910)653-64-73;andreeva957@mail.ru;Казань;;2023-02-11;ЛС-160072024;active;2025-11-22
CLT-000253;B2B;"ООО ""Лтд""";Зуев Анжелика Арсенович;2022580305;+7(961)711-11-65;zuev@ltd.corp;Санкт-Петербург;Петров А.С.;2020-02-27;"ЛС-784471639;ЛС-782823414;ЛС-783637189;ЛС-782392312";active;2025-10-16
CLT-000819;B2C;;Фадеева Мариан Ефимьевич;890571918986;+7(961)861-48-61;fadeeva220@bk.ru;Нижний Новгород;;2024-07-20;;active;2025-11-21
CLT-000917;B2C;;Молчанов Вацлав Бенедиктович;838277771184;+7(910)426-26-98;molchanov669@inbox.ru;Нижний Новгород;;2019-12-06;ЛС-526309007;active;2025-10-01
CLT-000700;B2C;;Ермаков Радован Ефимовна;621189684424;+7(960)383-75-76;ermakov635@gmail.com;Ростов-на-Дону;;2024-07-01;ЛС-617957285;active;2025-12-12
CLT-000725;B2C;;Беспалова Ксения Сергеевна;133000088634;+7(960)564-40-85;bespalova627@mail.ru;Новосибирск;;2021-10-29;ЛС-540889911;active;2025-10-01
CLT-000018;B2B;"АО ""Лимитед""";Кулагин Татьяна Степановна;1671657262;+7(925)730-78-71;kulagin@limited.biz;Нижний Новгород;Михайлова О.Н.;2020-09-15;"ЛС-526945314;ЛС-527379965;ЛС-520752735;ЛС-524549480";active;2025-10-14
CLT-000416;B2C;;Капустина Прохор Даниилович;737660465586;+7(961)824-53-26;kapustina737@gmail.com;Новосибирск;;2019-12-14;ЛС-548374417;active;2025-11-04
CLT-000541;B2C;;Титова Филипп Исидорович;359423289463;+7(916)659-83-23;titova415@gmail.com;Санкт-Петербург;;2020-12-29;ЛС-784152857;active;2025-11-03
CLT-000677;B2C;;Рябов Яков Павловна;217972699994;+7(909)767-30-75;ryabov114@yandex.ru;Казань;;2020-11-19;ЛС-160036660;active;2025-10-04
CLT-000553;B2C;;Шилова Владислав Феликсович;462165914388;+7(910)342-31-51;shilova720@gmail.com;Санкт-Петербург;;2023-09-08;ЛС-789835844;active;2025-12-08
CLT-000562;B2C;;Юрий Алексеевна Кошелев;812436585856;+7(926)880-26-37;koshelev266@mail.ru;Санкт-Петербург;;2023-01-22;ЛС-782027061;active;2025-12-22
CLT-000353;B2C;;Алексеева Синклитикия Васильевна;427532735241;+7(903)311-83-69;alekseeva251@inbox.ru;Ростов-на-Дону;;2022-09-18;ЛС-617327819;active;2025-10-20
CLT-000066;B2B;"ЗАО ""«Лобанов-Вишняков»""";Белоусов Дарья Ждановна;9280737416;+7(981)242-91-48;belousov@lobanovvishnyakov.tech;Казань;Новикова Т.М.;2024-08-29;"ЛС-164266179;ЛС-167968868";active;2025-12-05
CLT-000309;B2C;;Фролова Пров Фёдорович;312886652683;+7(926)221-53-53;frolova624@bk.ru;Нижний Новгород;;2023-11-20;ЛС-521015767;churned;2025-05-03
